koi_disposition,ra,dec,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_period,koi_duration,koi_depth,koi_prad,koi_insol,koi_teq,ra,dec,source
CANDIDATE,284.54691,40.468529,5184.0,4.502,0.808,15.805,198.895864,4.193,1779.0,3.33,1.14,264.0,284.54691,40.468529,Kepler
FALSE POSITIVE,287.77182,40.448051,5931.0,4.396,0.997,14.427,491.08027,7.42,335.6,1.86,0.79,241.0,287.77182,40.448051,Kepler
FALSE POSITIVE,288.27094,40.400421,6657.0,4.181,1.501,11.494,3.350209754,4.43333,28325.0,1447.13,1777.46,1656.0,288.27094,40.400421,Kepler
FALSE POSITIVE,289.02536,40.422009,5058.0,3.497,3.117,12.275,628.592314,3.603,393.7,6.99,2.57,323.0,289.02536,40.422009,Kepler
FALSE POSITIVE,290.74387,40.479488,5831.0,4.236,1.305,11.985,471.37787,16.91,102.9,1.31,1.2,267.0,290.74387,40.479488,Kepler
FALSE POSITIVE,285.4115,41.715858,3803.0,4.755,0.492,15.973,425.22927,6.76,829.0,1.4,0.06,125.0,285.4115,41.715858,Kepler
CANDIDATE,286.65286,41.756142,5921.0,3.766,2.589,14.326,5.1779065,5.366,129.5,2.93,1692.64,1636.0,286.65286,41.756142,Kepler
CANDIDATE,290.38223,41.757408,5818.0,4.523,0.925,15.322,474.22897,13.05,475.2,2.0,0.6,225.0,290.38223,41.757408,Kepler
CANDIDATE,290.39795,41.75079,5696.0,4.491,0.924,15.392,371.50631,8.854,992.0,2.88,0.8,242.0,290.39795,41.75079,Kepler
FALSE POSITIVE,291.82629,41.7173,5430.0,4.613,0.735,15.196,5.24331899,11.137,106.8,0.83,138.45,875.0,291.82629,41.7173,Kepler
CONFIRMED,284.22333,48.831772,5370.0,4.337,1.055,14.904,47.0320478,5.892,367.8,1.98,13.83,492.0,284.22333,48.831772,Kepler
FALSE POSITIVE,295.30209,40.069801,6335.0,4.455,0.837,15.295,10.31453308,3.6641,2004.1,29.6,144.83,885.0,295.30209,40.069801,Kepler
FALSE POSITIVE,295.36752,42.65678,5750.0,4.538,0.882,15.598,15.52861675,2.131,500.0,1.96,51.98,685.0,295.36752,42.65678,Kepler
FALSE POSITIVE,291.70251,50.863491,5436.0,4.587,0.748,15.929,53.501860974,5.25334,456780.0,55.23,6.63,409.0,291.70251,50.863491,Kepler
FALSE POSITIVE,282.38327,48.042782,6022.0,4.49,0.941,15.507,10.692230094,5.46939,376650.0,65.42,115.48,836.0,282.38327,48.042782,Kepler
FALSE POSITIVE,299.98813,43.663319,5818.0,4.292,1.116,13.261,1.60375114,1.498,51.0,0.82,1918.63,1688.0,299.98813,43.663319,Kepler
FALSE POSITIVE,290.46207,48.699551,4733.0,4.569,0.723,15.281,15.7397651,3.297,287.7,1.18,19.54,536.0,290.46207,48.699551,Kepler
FALSE POSITIVE,295.69751,38.902,7276.0,4.318,1.321,13.559,73.3377984,9.029,114900.0,73.06,30.85,601.0,295.69751,38.902,Kepler
FALSE POSITIVE,287.40594,39.020889,6677.0,3.92,2.108,10.826,282.159571,5.069,196.3,3.09,9.13,443.0,287.40594,39.020889,Kepler
FALSE POSITIVE,291.17975,39.099651,5619.0,4.07,1.406,14.035,6.58729511,8.3582,127960.0,58.09,416.15,1152.0,291.17975,39.099651,Kepler
FALSE POSITIVE,291.21167,39.093189,6067.0,4.307,1.116,13.469,459.23193,17.722,418.7,2.64,1.17,265.0,291.21167,39.093189,Kepler
CANDIDATE,291.82446,39.00618,4999.0,3.243,5.615,13.172,62.312419,5.561,123.0,6.15,116.69,838.0,291.82446,39.00618,Kepler
FALSE POSITIVE,293.6925,39.022141,4835.0,4.758,0.526,15.742,25.9493253,12.17,354.5,1.04,6.62,409.0,293.6925,39.022141,Kepler
FALSE POSITIVE,294.33981,39.07333,6098.0,4.286,1.245,12.045,212.76701,12.8,74.3,1.08,3.71,354.0,294.33981,39.07333,Kepler
FALSE POSITIVE,283.8996,45.724232,6085.0,4.412,1.033,13.262,386.62189,17.72,193.2,1.44,1.21,267.0,283.8996,45.724232,Kepler
FALSE POSITIVE,285.50418,45.713482,5229.0,2.486,15.517,15.359,84.644104,48.182,512.0,34.61,584.49,1254.0,285.50418,45.713482,Kepler
FALSE POSITIVE,287.4462,45.794739,5398.0,4.508,0.854,15.843,575.95408,8.618,1210.0,2.92,0.33,194.0,287.4462,45.794739,Kepler
CANDIDATE,288.78986,45.727459,5126.0,4.623,0.669,15.218,426.942225,3.965,1209.0,2.32,0.29,187.0,288.78986,45.727459,Kepler
FALSE POSITIVE,288.9707,45.732079,5317.0,4.595,0.769,15.844,117.844963,1.951,1043.0,2.52,2.13,308.0,288.9707,45.732079,Kepler
CANDIDATE,292.64258,45.732342,5141.0,4.526,0.773,15.726,83.499618,16.03,501.0,1.72,3.29,343.0,292.64258,45.732342,Kepler
CANDIDATE,296.05667,45.76976,5040.0,4.635,0.626,14.969,91.507044,5.019,539.0,1.43,1.97,302.0,296.05667,45.76976,Kepler
CANDIDATE,298.3862,45.764229,4788.0,4.599,0.672,15.545,188.664098,5.179,960.0,2.02,0.68,232.0,298.3862,45.764229,Kepler
CANDIDATE,281.32047,47.214809,6072.0,4.467,0.994,13.825,75.636309,2.588,174.6,1.32,9.45,447.0,281.32047,47.214809,Kepler
FALSE POSITIVE,283.02139,47.259651,5654.0,4.536,0.849,14.346,24.614775,2.395,229.4,1.28,25.69,574.0,283.02139,47.259651,Kepler
FALSE POSITIVE,283.8663,47.228271,6791.0,4.137,1.619,10.811,1.21374744,5.79293,185130.0,96.19,8380.25,2441.0,283.8663,47.228271,Kepler
CANDIDATE,284.0925,47.251381,5609.0,4.546,0.854,15.502,492.23808,12.53,676.8,2.19,0.45,209.0,284.0925,47.251381,Kepler
CANDIDATE,288.47318,47.247921,5357.0,3.641,2.522,13.183,198.6004,3.53,300.8,4.6,10.45,458.0,288.47318,47.247921,Kepler
FALSE POSITIVE,289.41861,47.291889,5966.0,4.519,0.904,14.866,372.30881,3.874,535.2,2.09,0.91,249.0,289.41861,47.291889,Kepler
FALSE POSITIVE,292.12549,47.221966,6446.0,3.935,1.874,12.055,454.244158,3.399,241.0,2.93,3.8,356.0,292.12549,47.221966,Kepler
FALSE POSITIVE,297.09702,47.223492,6089.0,4.495,0.95,13.725,112.48226,1.923,195.7,1.37,5.23,386.0,297.09702,47.223492,Kepler
FALSE POSITIVE,286.03711,43.20401,6225.0,4.537,0.861,13.119,229.948531,1.813,154.2,1.09,1.93,301.0,286.03711,43.20401,Kepler
FALSE POSITIVE,288.91037,43.21846,6363.0,4.22,1.332,14.777,2.41172358,2.6311,3364.7,50.53,1997.33,1706.0,288.91037,43.21846,Kepler
CANDIDATE,296.65967,43.27029,6356.0,3.985,1.865,11.331,5.71966537,3.938,19.1,0.82,1131.75,1479.0,296.65967,43.27029,Kepler
FALSE POSITIVE,296.0347,44.56221,6130.0,4.42,1.024,14.174,209.06299275,10.0389,250910.0,72.26,2.77,329.0,296.0347,44.56221,Kepler
CANDIDATE,296.19122,44.542122,5919.0,4.483,0.923,15.169,201.621794,3.172,480.0,2.02,2.14,309.0,296.19122,44.542122,Kepler
FALSE POSITIVE,296.83002,44.549149,6081.0,4.478,0.966,11.701,70.335879746,4.65625,24418.0,29.56,10.1,455.0,296.83002,44.549149,Kepler
FALSE POSITIVE,296.94693,44.553761,6609.0,4.183,1.391,12.913,591.37382,4.35,245.0,2.2,1.65,289.0,296.94693,44.553761,Kepler
FALSE POSITIVE,298.51447,44.500278,4386.0,4.586,0.709,15.669,559.28332,4.245,1360.0,2.54,0.12,150.0,298.51447,44.500278,Kepler
CANDIDATE,300.83527,44.560661,4995.0,3.118,5.058,13.434,24.6777128,5.088,131.3,6.04,451.88,1176.0,300.83527,44.560661,Kepler
FALSE POSITIVE,283.7251,44.67886,6077.0,4.408,1.058,14.254,136.355967,3.17,165.1,1.42,4.93,380.0,283.7251,44.67886,Kepler
CANDIDATE,299.81772,45.709164,5299.0,4.535,0.757,13.823,54.6957124,6.89,1096.0,3.28,6.34,405.0,299.81772,45.709164,Kepler
FALSE POSITIVE,300.35648,45.737091,7872.0,3.698,3.373,13.103,532.9307,3.89,181.4,4.68,14.53,498.0,300.35648,45.737091,Kepler
CANDIDATE,288.02945,45.800098,6054.0,4.425,1.028,14.403,284.699924,3.709,371.1,2.0,1.74,293.0,288.02945,45.800098,Kepler
FALSE POSITIVE,297.29742,45.881748,5033.0,2.645,13.679,13.318,171.69799,2.904,878.0,39.78,140.73,878.0,297.29742,45.881748,Kepler
FALSE POSITIVE,298.73535,45.863979,6195.0,3.753,2.439,13.037,444.89411,7.937,363.0,4.7,5.25,386.0,298.73535,45.863979,Kepler
CANDIDATE,299.03528,45.869289,4961.0,3.131,4.649,13.66,402.20969,5.298,472.5,10.03,9.86,452.0,299.03528,45.869289,Kepler
FALSE POSITIVE,300.42334,45.886761,6065.0,3.763,2.344,13.868,229.86928,12.91,1659.0,9.57,11.15,466.0,300.42334,45.886761,Kepler
FALSE POSITIVE,298.55719,47.251991,5893.0,4.505,0.941,15.525,5.14108479,25.93,611.2,25.74,274.55,1038.0,298.55719,47.251991,Kepler
CANDIDATE,291.36295,47.328709,5208.0,3.458,3.62,11.367,584.55603,3.671,346.7,6.69,3.73,354.0,291.36295,47.328709,Kepler
FALSE POSITIVE,281.5239,47.474751,6174.0,4.374,1.089,14.255,40.1043796,3.471,187.3,1.5,28.85,591.0,281.5239,47.474751,Kepler
FALSE POSITIVE,282.19702,47.419579,6273.0,4.442,1.044,14.482,30.114681501,5.68713,87057.0,56.45,39.44,639.0,282.19702,47.419579,Kepler
CANDIDATE,291.63892,47.474972,6224.0,4.413,0.983,14.333,69.775633,9.205,140.9,1.19,12.52,480.0,291.63892,47.474972,Kepler
CANDIDATE,296.6608,43.275089,6525.0,4.215,1.412,13.048,58.5029431,1.633,117.0,1.54,33.01,611.0,296.6608,43.275089,Kepler
CANDIDATE,298.03403,43.228271,5324.0,4.027,1.534,14.03,415.748785,3.313,463.7,3.24,1.51,283.0,298.03403,43.228271,Kepler
FALSE POSITIVE,280.1925,43.302479,5696.0,4.151,1.321,14.824,36.1826854,4.2546,9471.7,56.41,38.4,635.0,280.1925,43.302479,Kepler
CANDIDATE,282.98114,43.300407,6223.0,4.392,1.095,13.664,24.1527864,4.451,78.1,0.97,57.15,701.0,282.98114,43.300407,Kepler
CANDIDATE,287.93747,43.377659,7372.0,4.142,1.752,13.335,11.1734401,4.545,61.3,1.4,632.06,1279.0,287.93747,43.377659,Kepler
FALSE POSITIVE,288.74359,43.351089,5763.0,4.557,0.842,15.911,472.2265706,4.8732,156140.0,48.18,0.52,217.0,288.74359,43.351089,Kepler
CANDIDATE,294.51031,43.322319,5574.0,4.381,0.953,14.105,428.379308,4.066,386.6,2.0,0.74,236.0,294.51031,43.322319,Kepler
FALSE POSITIVE,297.25482,43.308979,5762.0,4.576,0.801,15.542,1.507099289,4.8361,1282.0,26.56,1037.46,1448.0,297.25482,43.308979,Kepler
FALSE POSITIVE,285.70206,44.686989,3960.0,4.721,0.537,15.921,253.652263,3.85,26456.0,1169.79,0.15,159.0,285.70206,44.686989,Kepler
CANDIDATE,286.11234,44.657581,5701.0,4.558,0.815,15.033,392.72811,12.48,499.7,1.85,0.62,226.0,286.11234,44.657581,Kepler
FALSE POSITIVE,286.28214,44.6651,5255.0,4.616,0.727,15.857,485.57785,6.67,853.0,2.18,0.29,187.0,286.28214,44.6651,Kepler
CANDIDATE,286.29144,44.658772,5302.0,4.595,0.771,15.583,374.05697,22.53,961.1,2.34,0.45,209.0,286.29144,44.658772,Kepler
FALSE POSITIVE,286.78064,44.615559,5649.0,4.553,0.845,14.984,643.4528,9.346,585.1,2.03,0.32,192.0,286.78064,44.615559,Kepler
CANDIDATE,286.80566,44.63987,5823.0,4.522,0.901,14.699,339.633833,8.859,517.8,2.04,0.93,250.0,286.80566,44.63987,Kepler
FALSE POSITIVE,288.92142,44.635181,5853.0,4.544,0.868,14.286,1.061934307,3.211,264.8,18.7,1958.71,1696.0,288.92142,44.635181,Kepler
FALSE POSITIVE,284.92264,45.973461,3705.0,4.683,0.569,15.467,9.5497037,1.881,706.7,1.45,10.25,456.0,284.92264,45.973461,Kepler
CANDIDATE,285.60675,45.990318,5960.0,4.306,1.213,13.06,140.884533,10.245,158.0,1.52,5.6,392.0,285.60675,45.990318,Kepler
FALSE POSITIVE,287.25195,45.9529,5778.0,4.531,0.911,14.457,77.138911,7.229,603.3,3.39,6.46,406.0,287.25195,45.9529,Kepler
CANDIDATE,287.3548,45.948662,6018.0,4.036,1.75,11.484,100.494129,2.679,57.6,1.33,17.64,523.0,287.3548,45.948662,Kepler
CANDIDATE,289.02255,45.926022,6164.0,4.483,0.927,13.872,182.453195,2.721,184.0,1.26,2.89,332.0,289.02255,45.926022,Kepler
FALSE POSITIVE,291.28577,45.953651,6140.0,4.455,1.027,15.668,0.536551592,4.89,153.2,12.88,7584.36,2377.0,291.28577,45.953651,Kepler
FALSE POSITIVE,293.30792,45.983459,5960.0,4.561,0.828,14.241,130.110715,2.227,251.9,1.32,3.26,343.0,293.30792,45.983459,Kepler
FALSE POSITIVE,297.83392,47.420731,6068.0,4.568,0.829,14.96,242.484764,6.451,361.7,1.58,1.51,283.0,297.83392,47.420731,Kepler
CANDIDATE,283.46307,47.5546,5074.0,4.536,0.761,14.06,383.26217,4.84,448.4,1.57,0.4,203.0,283.46307,47.5546,Kepler
CANDIDATE,287.29132,47.598251,4899.0,4.624,0.713,15.518,178.266978,5.276,1857.0,3.71,0.8,241.0,287.29132,47.598251,Kepler
FALSE POSITIVE,289.53293,47.596931,6205.0,4.194,1.358,13.927,385.593209,2.799,282.9,2.37,2.2,311.0,289.53293,47.596931,Kepler
FALSE POSITIVE,296.2486,47.526539,4889.0,4.574,0.724,15.705,215.737826,7.257,8476.0,8.71,0.67,231.0,296.2486,47.526539,Kepler
FALSE POSITIVE,297.04718,47.51762,5227.0,4.541,0.744,12.941,507.48249,8.19,232.1,1.22,0.3,189.0,297.04718,47.51762,Kepler
CANDIDATE,283.58612,47.633739,5197.0,3.453,3.784,13.785,30.9771151,3.188,125.0,4.3,192.79,950.0,283.58612,47.633739,Kepler
FALSE POSITIVE,297.53174,43.350368,5132.0,3.321,4.732,13.514,30.2111162,4.202,92.6,4.44,269.29,1033.0,297.53174,43.350368,Kepler
CONFIRMED,281.6337,43.411579,3869.0,4.674,0.584,16.595,76.377855,4.809,11004.0,6.28,0.78,240.0,281.6337,43.411579,Kepler
FALSE POSITIVE,288.15308,43.47356,6063.0,4.476,1.012,14.925,55.249007325,5.15147,205670.0,60.79,14.25,496.0,288.15308,43.47356,Kepler
CANDIDATE,289.72818,43.488239,5475.0,4.567,0.837,15.181,14.2673439,3.171,217.5,1.21,44.12,657.0,289.72818,43.488239,Kepler
FALSE POSITIVE,289.76526,43.432331,5284.0,4.594,0.769,15.607,22.52907,1.373,327.1,1.39,18.89,532.0,289.76526,43.432331,Kepler
FALSE POSITIVE,290.85773,43.48455,5214.0,3.109,6.519,13.234,66.247851,4.04,666.0,16.67,172.74,925.0,290.85773,43.48455,Kepler
FALSE POSITIVE,291.13617,43.476749,5892.0,4.386,1.054,13.648,370.91308,17.655,270.3,1.74,1.18,266.0,291.13617,43.476749,Kepler
FALSE POSITIVE,291.97943,44.69516,4989.0,2.442,18.266,13.56,7.41505161,2.061,937.0,91.09,14853.21,2815.0,291.97943,44.69516,Kepler
FALSE POSITIVE,292.27148,44.697262,7072.0,4.129,1.705,16.267,2.742590902,10.4143,680400.0,176.4,3487.05,1960.0,292.27148,44.697262,Kepler
CANDIDATE,295.59698,44.613892,5829.0,4.575,0.802,13.607,541.04472,12.47,181.5,1.08,0.43,206.0,295.59698,44.613892,Kepler
CANDIDATE,295.97278,44.645088,6343.0,4.411,1.137,14.848,514.271499,3.46,688.9,3.01,1.04,258.0,295.97278,44.645088,Kepler
CANDIDATE,296.9707,44.61042,5751.0,4.514,0.943,14.851,571.14302,10.06,531.3,2.22,0.46,210.0,296.9707,44.61042,Kepler
FALSE POSITIVE,297.04089,44.62812,5385.0,4.46,0.878,15.638,216.453511,3.321,1137.0,2.91,1.34,274.0,297.04089,44.62812,Kepler
CANDIDATE,287.08969,44.792,5693.0,4.551,0.856,15.959,540.39267,9.233,1780.0,3.63,0.42,206.0,287.08969,44.792,Kepler
CANDIDATE,296.97369,45.995209,6098.0,4.321,1.131,13.574,190.905243,2.529,227.1,1.73,3.81,356.0,296.97369,45.995209,Kepler
FALSE POSITIVE,297.14429,45.950981,5515.0,3.899,1.678,14.333,11.0153889,2.666,3446.0,65.27,284.63,1047.0,297.14429,45.950981,Kepler
FALSE POSITIVE,285.07355,46.033482,5695.0,4.545,0.872,14.821,231.521608,2.819,478.7,1.96,1.34,274.0,285.07355,46.033482,Kepler
FALSE POSITIVE,287.25385,46.094769,7037.0,4.136,1.683,13.61,180.890384,1.901,205.3,2.47,12.58,480.0,287.25385,46.094769,Kepler
FALSE POSITIVE,287.37115,46.051189,5242.0,3.606,2.917,13.571,60.0546149,3.435,326.1,5.24,54.88,694.0,287.37115,46.051189,Kepler
CANDIDATE,288.13684,46.03838,5221.0,4.422,0.936,14.9,20.5142642,3.524,153.2,1.14,30.28,598.0,288.13684,46.03838,Kepler
CANDIDATE,292.03522,47.684391,5613.0,4.378,1.044,14.712,495.854189,8.65,548.6,2.41,0.67,230.0,292.03522,47.684391,Kepler
FALSE POSITIVE,295.80463,47.670906,6456.0,3.906,2.056,12.22,2.037453129,5.43155,315910.0,136.3,5752.74,2220.0,295.80463,47.670906,Kepler
CANDIDATE,297.69525,47.605862,5108.0,4.596,0.759,15.714,318.25858,4.39,756.0,2.03,0.48,212.0,297.69525,47.605862,Kepler
CANDIDATE,284.43692,47.750332,5620.0,4.036,1.621,13.609,184.883155,3.025,304.1,2.82,5.65,393.0,284.43692,47.750332,Kepler
CANDIDATE,287.37808,47.771191,6091.0,4.424,1.047,15.355,11.006795,5.112,146.4,1.34,138.34,874.0,287.37808,47.771191,Kepler
CANDIDATE,292.11447,47.729462,5849.0,4.517,0.919,15.609,177.37583,21.14,459.7,1.96,2.29,314.0,292.11447,47.729462,Kepler
FALSE POSITIVE,296.4761,47.703018,5485.0,3.82,2.087,13.945,35.164087,86.05,1528.9,62.03,77.33,756.0,296.4761,47.703018,Kepler
CANDIDATE,294.81995,43.471111,5857.0,4.403,1.1,15.2,366.55705,11.62,582.5,2.63,1.18,266.0,294.81995,43.471111,Kepler
CANDIDATE,297.29047,43.467789,6103.0,4.209,1.234,13.701,124.887214,8.599,176.5,1.78,8.48,435.0,297.29047,43.467789,Kepler
FALSE POSITIVE,281.65961,43.587891,5934.0,4.331,1.064,15.042,0.533000886,1.54684,4398.5,40.94,8170.3,2429.0,281.65961,43.587891,Kepler
FALSE POSITIVE,287.49988,43.59108,5229.0,3.985,1.725,13.255,99.97889,8.76,117.9,1.84,10.84,463.0,287.49988,43.59108,Kepler
FALSE POSITIVE,291.08795,44.751789,5768.0,4.375,1.009,14.012,374.71687,52.986,1126.2,5.56,1.06,259.0,291.08795,44.751789,Kepler
CANDIDATE,298.13864,44.744061,5505.0,4.386,0.992,13.344,295.958914,4.244,464.1,2.1,1.17,265.0,298.13864,44.744061,Kepler
CANDIDATE,298.23279,44.756432,5456.0,4.477,0.843,15.54,120.938669,8.818,782.1,2.32,2.91,333.0,298.23279,44.756432,Kepler
CANDIDATE,300.39194,44.78532,6113.0,4.168,1.277,11.189,362.22202,14.29,52.5,0.96,2.25,312.0,300.39194,44.78532,Kepler
FALSE POSITIVE,300.95102,44.74918,5197.0,4.422,0.938,14.887,42.070868,1.293,386.2,1.82,11.43,469.0,300.95102,44.74918,Kepler
CANDIDATE,301.50656,44.711842,5594.0,4.387,1.006,13.415,631.99116,2.99,345.6,1.86,0.46,210.0,301.50656,44.711842,Kepler
FALSE POSITIVE,283.34769,44.889378,5938.0,4.12,1.504,13.458,401.73243,1.535,366.4,2.88,2.09,307.0,283.34769,44.889378,Kepler
FALSE POSITIVE,285.75574,44.85244,6225.0,4.45,1.031,15.26,428.1186,6.56,443.8,2.18,1.09,260.0,285.75574,44.85244,Kepler
FALSE POSITIVE,288.47919,46.058208,5101.0,3.15,6.422,12.362,37.3683802,2.8,206.6,10.58,315.59,1075.0,288.47919,46.058208,Kepler
FALSE POSITIVE,291.21664,46.02248,6120.0,4.489,0.955,13.027,615.81928,14.93,168.0,1.24,0.56,221.0,291.21664,46.02248,Kepler
CANDIDATE,292.50098,46.037479,5553.0,3.805,1.844,13.263,557.92882,4.788,262.2,2.97,1.92,300.0,292.50098,46.037479,Kepler
CANDIDATE,294.69092,46.06662,5261.0,3.459,3.63,15.677,77.51257,3.15,1510.0,28199.3,57.44,702.0,294.69092,46.06662,Kepler
CANDIDATE,294.69489,46.077,5401.0,3.885,1.717,16.224,46.969389,1.944,1875.0,7.45,39.27,638.0,294.69489,46.077,Kepler
FALSE POSITIVE,295.46451,46.016998,4612.0,4.648,0.604,14.884,0.512581525,2.54719,384480.0,42.41,1339.86,1541.0,295.46451,46.016998,Kepler
CANDIDATE,295.87292,46.014462,5048.0,2.978,8.611,11.128,206.801125,6.6,716.0,24.34,48.97,675.0,295.87292,46.014462,Kepler
CANDIDATE,297.59805,46.04377,4883.0,2.783,6.502,13.814,14.0019064,4.257,376.1,17.96,1736.43,1646.0,297.59805,46.04377,Kepler
FALSE POSITIVE,297.61914,47.767921,6099.0,4.511,0.919,13.731,1.42796645,12.8653,6012.3,39.76,1700.47,1637.0,297.61914,47.767921,Kepler
CANDIDATE,297.8389,47.751709,5277.0,3.495,3.931,14.519,525.757041,4.995,830.2,11.07,4.52,372.0,297.8389,47.751709,Kepler
CANDIDATE,297.87003,47.771091,5914.0,4.453,0.973,12.355,313.82752,4.187,168.0,1.26,1.28,272.0,297.87003,47.771091,Kepler
CANDIDATE,282.68713,47.816978,5458.0,4.09,1.441,13.766,425.593391,3.815,237.6,2.25,1.41,278.0,282.68713,47.816978,Kepler
CANDIDATE,294.30466,43.509701,5878.0,4.424,1.035,14.573,237.819002,11.324,614.2,2.55,1.98,302.0,294.30466,43.509701,Kepler
CANDIDATE,294.6467,43.577499,5897.0,4.489,0.992,15.738,581.87357,14.64,905.6,2.96,0.53,218.0,294.6467,43.577499,Kepler
CANDIDATE,296.18665,43.581379,4949.0,4.588,0.777,15.951,15.9961296,1.656,500.7,1.71,23.32,560.0,296.18665,43.581379,Kepler
FALSE POSITIVE,296.61633,43.529301,6327.0,4.277,1.151,12.796,28.297207229,3.94247,23193.0,54.15,60.99,713.0,296.61633,43.529301,Kepler
FALSE POSITIVE,289.74466,43.684608,5079.0,2.977,7.684,13.926,412.227551,4.303,819.5,21.53,18.57,529.0,289.74466,43.684608,Kepler
FALSE POSITIVE,286.38165,44.879082,5228.0,4.471,0.854,13.416,586.63177,7.299,199.9,1.18,0.3,189.0,286.38165,44.879082,Kepler
FALSE POSITIVE,287.03516,44.815739,5574.0,4.438,0.884,12.975,364.95068,0.636,824.0,3.69,0.8,241.0,287.03516,44.815739,Kepler
FALSE POSITIVE,299.99295,44.88612,5260.0,4.56,0.717,11.504,438.00974,11.46,79.2,0.73,0.36,197.0,299.99295,44.88612,Kepler
CANDIDATE,300.00098,44.828499,5222.0,3.556,3.162,13.629,7.62210397,1.902,146.1,3.8,965.88,1422.0,300.00098,44.828499,Kepler
FALSE POSITIVE,300.76859,44.83062,4630.0,2.437,12.623,10.565,3.479508244,3.9097,3000.4,444.46,23775.98,3167.0,300.76859,44.83062,Kepler
FALSE POSITIVE,284.03015,44.908718,6031.0,4.103,1.566,12.011,406.29695,5.32,136.5,1.85,2.31,315.0,284.03015,44.908718,Kepler
CANDIDATE,286.29129,44.920082,6456.0,3.725,2.773,12.551,0.9886684,2.023,126.6,3.18,24258.04,3183.0,286.29129,44.920082,Kepler
FALSE POSITIVE,299.84818,46.068039,5966.0,4.069,1.551,13.596,3.34465934,10.796,57.6,1.17,1396.11,1559.0,299.84818,46.068039,Kepler
FALSE POSITIVE,287.38818,46.139381,5709.0,4.557,0.837,14.334,513.14417,14.13,223.8,1.3,0.45,208.0,287.38818,46.139381,Kepler
CANDIDATE,294.35034,46.14957,5176.0,4.612,0.738,16.897,14.5555096,2.07,725.0,2.03,29.45,594.0,294.35034,46.14957,Kepler
CANDIDATE,295.18097,46.179401,4816.0,4.508,0.823,15.983,114.12716,1.719,974.0,2.76,1.79,295.0,295.18097,46.179401,Kepler
CANDIDATE,295.85934,46.117008,5039.0,2.587,14.954,13.582,17.0497376,3.271,478.6,45.89,3566.8,1971.0,295.85934,46.117008,Kepler
FALSE POSITIVE,297.88663,46.190578,6084.0,4.009,1.677,13.543,13.0366377,3.184,154.6,2.23,283.97,1047.0,297.88663,46.190578,Kepler
CANDIDATE,285.63629,46.247269,4147.0,4.601,0.683,14.137,2.64181261,2.127,70.0,0.59,114.08,834.0,285.63629,46.247269,Kepler
FALSE POSITIVE,292.70148,48.14328,11068.0,4.377,1.555,14.977,270.98477,6.718,13883.0,11761.1,29.44,594.0,292.70148,48.14328,Kepler
CANDIDATE,293.91037,48.192081,5591.0,4.559,0.86,14.857,583.8531,5.09,491.0,1.97,0.35,196.0,293.91037,48.192081,Kepler
CANDIDATE,296.5499,48.186661,5099.0,3.021,7.317,13.628,72.782432,3.726,245.8,11.19,172.28,924.0,296.5499,48.186661,Kepler
CANDIDATE,297.45166,48.15691,4031.0,4.666,0.585,15.712,10.552241908,2.7355,954.0,1.75,13.12,485.0,297.45166,48.15691,Kepler
FALSE POSITIVE,298.70694,48.10091,8237.0,3.753,3.134,12.597,2.74703312,2.655,152.2,61.97,17132.06,2917.0,298.70694,48.10091,Kepler
CANDIDATE,286.59122,48.220268,6261.0,4.001,1.679,13.014,440.171272,12.217,783.5,5.97,2.96,334.0,286.59122,48.220268,Kepler
CANDIDATE,289.21732,48.204311,6095.0,4.429,1.082,15.769,37.537859,6.513,269.0,1.77,27.38,583.0,289.21732,48.204311,Kepler
CANDIDATE,290.57974,48.214218,6287.0,4.473,0.962,15.087,474.96952,4.58,595.0,2.44,0.91,249.0,290.57974,48.214218,Kepler
FALSE POSITIVE,289.97064,43.662239,5587.0,4.556,0.851,14.901,0.864651455,3.461,67.7,0.69,2062.08,1720.0,289.97064,43.662239,Kepler
CANDIDATE,291.07666,43.61208,6187.0,4.499,0.937,15.335,74.624063,8.881,346.9,1.75,9.49,448.0,291.07666,43.61208,Kepler
FALSE POSITIVE,294.96277,43.671661,6250.0,4.472,0.986,13.181,25.4805211,10.701,159.0,1.25,44.67,659.0,294.96277,43.671661,Kepler
FALSE POSITIVE,295.03766,43.62122,5492.0,4.576,0.812,13.8,512.11636,9.557,315.4,1.47,0.36,198.0,295.03766,43.62122,Kepler
FALSE POSITIVE,295.04797,43.650429,5911.0,4.519,0.914,15.306,348.61891,3.567,689.0,2.4,0.97,253.0,295.04797,43.650429,Kepler
FALSE POSITIVE,295.66922,43.654781,6409.0,4.523,0.887,15.417,368.70839,6.08,957.0,2.87,1.21,267.0,295.66922,43.654781,Kepler
FALSE POSITIVE,299.10294,43.69421,5665.0,4.568,0.82,15.71,7.1091096,10.67,156.7,1.08,126.12,855.0,299.10294,43.69421,Kepler
CANDIDATE,299.34103,43.643162,5751.0,3.708,2.611,12.692,416.9504,4.026,479.8,7.35,4.77,377.0,299.34103,43.643162,Kepler
FALSE POSITIVE,286.7926,44.968369,5544.0,4.146,1.362,14.857,397.3958488,6.1014,29825.0,64.56,1.45,280.0,286.7926,44.968369,Kepler
CONFIRMED,288.5152,44.923229,5889.0,3.358,4.912,13.435,62.134919,8.711,147.5,6.71,172.96,925.0,288.5152,44.923229,Kepler
