koi_disposition,ra,dec,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_period,koi_duration,koi_depth,koi_prad,koi_insol,koi_teq,ra,dec,source
FALSE POSITIVE,288.30215,42.237282,5691.0,4.544,0.887,15.705,63.024229,5.77,294.6,1.5,7.66,424.0,288.30215,42.237282,Kepler
FALSE POSITIVE,288.57758,42.296021,6035.0,4.177,1.283,12.588,506.771836,10.535,195.2,1.8,1.35,275.0,288.57758,42.296021,Kepler
CANDIDATE,291.55667,42.214169,3694.0,4.686,0.566,15.808,5.43361347,1.0338,1421.0,2.09,21.27,548.0,291.55667,42.214169,Kepler
CANDIDATE,294.0845,38.156319,4823.0,4.564,0.792,15.325,348.96347,13.84,585.2,2.04,0.36,198.0,294.0845,38.156319,Kepler
FALSE POSITIVE,294.42056,38.190529,6136.0,4.378,1.106,14.245,57.1143966,2.182,268.8,1.82,17.64,523.0,294.42056,38.190529,Kepler
CANDIDATE,287.04688,38.231617,6373.0,4.256,1.209,11.679,59.4037839,10.041,123.5,1.65,24.93,570.0,287.04688,38.231617,Kepler
FALSE POSITIVE,291.58234,38.29966,5957.0,4.506,0.937,15.645,485.91276,2.42,1368.0,3.61,0.66,230.0,291.58234,38.29966,Kepler
FALSE POSITIVE,292.30801,38.2906,5398.0,4.58,0.805,15.673,20.5311708,5.67,284.6,1.39,24.52,568.0,292.30801,38.2906,Kepler
FALSE POSITIVE,287.8613,38.372292,4883.0,2.439,18.427,13.041,2.31164074,2.317,488.7,39.73,65140.27,4074.0,287.8613,38.372292,Kepler
CANDIDATE,292.47034,38.394341,6225.0,4.45,1.031,15.63,43.581043,6.883,348.7,1.94,22.89,558.0,292.47034,38.394341,Kepler
CANDIDATE,295.62579,39.824638,5750.0,4.538,0.882,15.941,327.063,8.06,1006.0,2.82,0.89,248.0,295.62579,39.824638,Kepler
FALSE POSITIVE,297.31741,39.877972,5001.0,3.469,3.028,10.946,21.92866538,9.7526,22178.0,65.97,220.41,983.0,297.31741,39.877972,Kepler
CANDIDATE,297.50919,39.88802,5696.0,4.218,1.261,12.524,651.07431,5.603,153.7,1.55,0.71,234.0,297.50919,39.88802,Kepler
CANDIDATE,283.67819,39.964279,5674.0,4.473,0.839,15.527,49.1782244,5.8,449.0,1.79,11.32,468.0,283.67819,39.964279,Kepler
FALSE POSITIVE,283.8624,39.9454,6432.0,4.145,1.476,11.577,545.54618,6.944,177.7,2.01,1.82,296.0,283.8624,39.9454,Kepler
FALSE POSITIVE,284.52118,39.950661,6615.0,4.257,1.326,15.175,1.928420823,3.8253,191240.0,79.4,2960.96,1882.0,284.52118,39.950661,Kepler
FALSE POSITIVE,286.18781,39.993919,5382.0,4.603,0.724,15.876,328.84846,5.45,901.0,2.23,0.54,219.0,286.18781,39.993919,Kepler
CANDIDATE,291.10825,39.955681,6484.0,4.258,1.32,13.887,271.790292,2.944,318.4,2.38,3.72,354.0,291.10825,39.955681,Kepler
CANDIDATE,287.00836,41.289101,5435.0,4.578,0.824,12.936,3.5645249,2.062,53.9,0.6,265.37,1029.0,287.00836,41.289101,Kepler
FALSE POSITIVE,288.37491,41.27457,6395.0,4.17,1.394,12.254,426.34444,14.139,90.2,1.33,2.29,314.0,288.37491,41.27457,Kepler
CANDIDATE,290.0495,41.250359,5441.0,4.481,0.827,12.429,48.2455501,1.375,60.5,0.64,9.61,449.0,290.0495,41.250359,Kepler
FALSE POSITIVE,290.40628,41.22184,5208.0,3.321,4.329,13.93,256.846143,6.289,1706.0,46743.4,15.52,506.0,290.40628,41.22184,Kepler
FALSE POSITIVE,292.88855,41.223728,6237.0,4.338,1.135,13.986,146.931518,23.78,257.0,2.89,5.78,395.0,292.88855,41.223728,Kepler
CANDIDATE,293.46365,41.290939,5897.0,4.531,0.891,15.495,377.311149,3.33,804.0,2.56,0.83,243.0,293.46365,41.290939,Kepler
CANDIDATE,286.79755,42.42091,6537.0,4.044,1.859,13.491,265.741374,18.078,273.4,3.24,6.9,413.0,286.79755,42.42091,Kepler
CANDIDATE,289.04572,42.446758,6039.0,4.493,0.951,15.07,470.65357,3.458,985.0,2.99,0.75,238.0,289.04572,42.446758,Kepler
FALSE POSITIVE,291.32291,42.42207,5504.0,4.572,0.819,15.68,309.19347,23.51,1445.0,3.07,0.73,236.0,291.32291,42.42207,Kepler
FALSE POSITIVE,291.88705,42.430149,7631.0,4.059,1.937,15.348,1.541530919,4.8691,213260.0,115.49,12320.99,2689.0,291.88705,42.430149,Kepler
FALSE POSITIVE,293.06,42.402779,6244.0,4.46,1.009,15.158,122.713036,3.999,290.7,1.79,5.66,393.0,293.06,42.402779,Kepler
CANDIDATE,282.29132,42.545509,6311.0,4.207,1.339,12.493,15.18575582,0.633,256.7,2.26,170.46,922.0,282.29132,42.545509,Kepler
FALSE POSITIVE,284.18527,42.563271,5195.0,3.735,2.409,11.098,290.625016,4.411,147.6,2.86,4.67,375.0,284.18527,42.563271,Kepler
FALSE POSITIVE,292.68399,38.36573,4403.0,2.178,12.927,11.557,2.945414866,2.702,968.7,38.32,36765.85,3531.0,292.68399,38.36573,Kepler
FALSE POSITIVE,294.04364,38.36454,6106.0,4.487,0.966,13.122,232.822285,0.99,22617.0,48.88,2.05,305.0,294.04364,38.36454,Kepler
FALSE POSITIVE,287.88785,38.49255,3401.0,4.964,0.29,15.913,146.355097,5.034,820.0,0.82,0.08,135.0,287.88785,38.49255,Kepler
CANDIDATE,290.9241,38.438339,6346.0,4.362,1.214,13.98,26.092284,6.623,122.4,1.35,62.57,717.0,290.9241,38.438339,Kepler
FALSE POSITIVE,291.34595,38.464378,6122.0,3.791,2.455,13.085,0.523493764,0.9015,54.0,1.82,38110.61,3565.0,291.34595,38.464378,Kepler
FALSE POSITIVE,291.39856,38.446381,5524.0,4.579,0.78,15.773,514.14221,4.153,1491.0,2.98,0.36,198.0,291.39856,38.446381,Kepler
CANDIDATE,294.63104,38.404549,5838.0,4.529,0.897,15.706,47.0628978,1.545,1647.0,4.1,12.9,483.0,294.63104,38.404549,Kepler
FALSE POSITIVE,293.13907,39.925739,5794.0,4.317,1.155,12.688,26.737139497,4.68919,53516.0,29.28,43.59,655.0,293.13907,39.925739,Kepler
FALSE POSITIVE,294.06229,39.902229,6063.0,4.47,1.001,15.503,310.61299,2.562,920.0,3.04,1.43,279.0,294.06229,39.902229,Kepler
FALSE POSITIVE,296.93536,39.924927,5071.0,3.222,3.698,11.372,461.1417,3.875,382.0,7.1,6.7,410.0,296.93536,39.924927,Kepler
FALSE POSITIVE,298.34821,39.97628,6602.0,4.354,1.223,13.114,0.987069622,1.0092,384.8,2.43,5878.09,2232.0,298.34821,39.97628,Kepler
FALSE POSITIVE,283.89719,40.071369,5576.0,4.56,0.758,14.576,329.71491,12.11,337.0,1.39,0.68,232.0,283.89719,40.071369,Kepler
CANDIDATE,288.34174,40.09639,5180.0,4.548,0.8,14.855,100.345648,7.939,372.3,1.57,2.62,325.0,288.34174,40.09639,Kepler
CANDIDATE,288.9306,40.057339,5806.0,4.168,1.281,12.709,111.187116,3.569,110.8,1.51,8.86,440.0,288.9306,40.057339,Kepler
FALSE POSITIVE,288.97766,40.010529,6556.0,4.243,1.324,14.462,1.23708565,5.743,803.8,36.31,5293.07,2174.0,288.97766,40.010529,Kepler
FALSE POSITIVE,293.91647,41.24197,4949.0,3.136,6.334,12.519,498.24938,8.73,522.6,14.02,8.95,441.0,293.91647,41.24197,Kepler
FALSE POSITIVE,297.10431,41.219921,6770.0,4.232,1.449,9.616,1.573020098,15.574,292.2,31.6,4693.57,2113.0,297.10431,41.219921,Kepler
CANDIDATE,297.26181,41.255508,5897.0,4.476,0.999,15.197,27.765596,19.49,147.6,1.2,31.66,605.0,297.26181,41.255508,Kepler
FALSE POSITIVE,298.38043,41.296391,4965.0,2.863,8.834,12.224,1.534679933,1.7237,456.6,18.39,38505.56,3570.0,298.38043,41.296391,Kepler
FALSE POSITIVE,299.04315,41.233978,6637.0,4.014,1.662,10.877,71.59889,10.53,654.0,4.49,40.96,645.0,299.04315,41.233978,Kepler
CANDIDATE,283.51559,41.335819,6140.0,4.455,1.048,15.343,367.6758,23.5,699.5,2.77,1.27,271.0,283.51559,41.335819,Kepler
CANDIDATE,284.3486,41.319389,4842.0,3.562,3.035,13.682,354.21154,18.594,821.3,8.41,4.12,363.0,284.3486,41.319389,Kepler
CANDIDATE,285.17563,41.342499,6123.0,4.332,1.252,14.892,171.028691,11.784,394.2,2.49,4.72,376.0,285.17563,41.342499,Kepler
CANDIDATE,294.86414,38.480183,7089.0,4.148,1.729,13.62,624.90338,12.169,249.0,2.77,2.48,320.0,294.86414,38.480183,Kepler
CANDIDATE,285.5293,38.548141,4445.0,4.63,0.635,15.573,25.5338535,2.076,368.0,1.18,6.66,410.0,285.5293,38.548141,Kepler
CANDIDATE,286.59076,38.5583,5544.0,4.402,0.966,15.278,339.18998,5.117,822.0,2.75,0.96,253.0,286.59076,38.5583,Kepler
FALSE POSITIVE,290.13269,38.51368,6572.0,4.408,1.08,11.287,2.976012511,6.52033,449090.0,79.99,1119.89,1476.0,290.13269,38.51368,Kepler
CANDIDATE,290.94846,38.56591,5310.0,4.582,0.796,15.466,349.73652,3.428,886.0,2.32,0.52,216.0,290.94846,38.56591,Kepler
FALSE POSITIVE,292.93695,38.593071,5297.0,2.909,5.059,14.194,1.606003121,4.88602,402550.0,360.08,30041.73,3359.0,292.93695,38.593071,Kepler
FALSE POSITIVE,293.0076,38.50367,5080.0,2.967,8.527,13.213,61.438007,3.861,253.0,14.79,255.93,1020.0,293.0076,38.50367,Kepler
CANDIDATE,289.35559,40.068352,6499.0,4.084,1.497,13.026,436.18813,11.35,118.0,1.64,2.84,331.0,289.35559,40.068352,Kepler
FALSE POSITIVE,289.86099,40.055641,5485.0,4.556,0.867,15.109,147.863607,1.948,560.0,2.03,2.05,305.0,289.86099,40.055641,Kepler
CANDIDATE,290.12497,40.098381,6063.0,4.476,1.012,15.531,21.1579573,4.706,215.9,1.63,51.22,682.0,290.12497,40.098381,Kepler
FALSE POSITIVE,292.91852,40.052898,6273.0,4.311,1.16,12.091,19.545185,1.597,40.2,0.76,92.09,790.0,292.91852,40.052898,Kepler
FALSE POSITIVE,295.33859,40.00787,5651.0,4.374,1.02,14.088,215.044269,3.517,351.1,1.89,2.07,306.0,295.33859,40.00787,Kepler
CANDIDATE,296.01852,40.087151,5106.0,3.006,7.052,13.743,169.330666,2.6,532.7,16.68,56.11,698.0,296.01852,40.087151,Kepler
FALSE POSITIVE,296.99066,40.075298,5974.0,4.332,1.143,14.009,1.174683069,2.5167,356.4,3.06,3076.92,1901.0,296.99066,40.075298,Kepler
FALSE POSITIVE,288.90735,41.35582,6217.0,4.472,0.989,15.252,33.2948005,2.997,215.7,1.46,30.67,600.0,288.90735,41.35582,Kepler
CANDIDATE,289.18372,41.343376,5780.0,4.438,1.0,13.931,249.35154,13.76,1637.0,4.42,1.65,289.0,289.18372,41.343376,Kepler
CANDIDATE,289.34515,41.36478,5735.0,4.351,0.972,14.058,371.56492,14.736,375.5,1.89,1.06,259.0,289.34515,41.36478,Kepler
CANDIDATE,289.81567,41.396439,3434.0,4.892,0.36,15.347,546.53309,16.04,758.0,1.03,0.02,94.0,289.81567,41.396439,Kepler
CANDIDATE,290.39862,41.351559,6446.0,4.381,1.155,14.425,364.63189,22.93,302.8,2.06,1.86,298.0,290.39862,41.351559,Kepler
CANDIDATE,292.16544,41.329342,5458.0,3.755,2.453,13.381,330.738115,4.998,333.3,4.42,4.7,375.0,292.16544,41.329342,Kepler
CANDIDATE,292.74023,41.37896,6046.0,4.509,0.927,15.819,78.876125,4.912,472.3,2.03,7.86,427.0,292.74023,41.37896,Kepler
FALSE POSITIVE,293.48605,41.320229,6300.0,4.401,1.064,13.71,476.39752,12.13,287.8,1.82,1.09,261.0,293.48605,41.320229,Kepler
FALSE POSITIVE,295.27454,38.564781,4691.0,4.673,0.604,15.267,231.364508,4.747,1488.0,2.45,0.4,202.0,295.27454,38.564781,Kepler
FALSE POSITIVE,287.72379,38.624229,7158.0,4.21,1.494,12.598,106.779168,1.905,163.0,1.94,22.43,555.0,287.72379,38.624229,Kepler
CANDIDATE,290.3548,38.672531,5776.0,4.622,0.726,14.795,444.04257,10.9,417.4,1.48,0.47,211.0,290.3548,38.672531,Kepler
FALSE POSITIVE,290.72061,38.697578,3552.0,4.867,0.387,14.94,12.5748872,3.549,731.0,1.03,3.49,349.0,290.72061,38.697578,Kepler
FALSE POSITIVE,290.96146,38.673439,5858.0,4.456,1.04,13.881,484.172005,4.566,518.2,2.38,0.72,235.0,290.96146,38.673439,Kepler
FALSE POSITIVE,291.7262,38.6866,4949.0,4.561,0.73,15.058,277.77499,7.07,1078.0,2.48,0.52,216.0,291.7262,38.6866,Kepler
FALSE POSITIVE,292.00742,38.617329,6014.0,4.264,1.258,12.602,561.08191,14.94,229.1,1.93,1.0,255.0,292.00742,38.617329,Kepler
CANDIDATE,292.4809,38.654121,5941.0,4.519,0.911,15.27,211.330867,4.66,531.0,2.09,1.92,300.0,292.4809,38.654121,Kepler
FALSE POSITIVE,297.36008,40.031841,5562.0,3.925,1.987,14.091,28.615014,24.74,70.5,1.69,88.66,783.0,297.36008,40.031841,Kepler
CANDIDATE,298.76041,40.052792,4869.0,3.193,4.383,11.653,105.5904748,2.188,292.4,8.16,47.59,670.0,298.76041,40.052792,Kepler
FALSE POSITIVE,286.91632,40.166668,5893.0,4.175,1.302,13.871,3.017155419,13.3898,1381.8,38.71,1155.07,1486.0,286.91632,40.166668,Kepler
FALSE POSITIVE,291.1084,40.182991,6184.0,4.448,1.038,15.101,52.6727624,3.039,248.0,1.64,17.45,521.0,291.1084,40.182991,Kepler
FALSE POSITIVE,292.94348,40.117939,5629.0,4.487,0.886,12.157,34.4886903,1.22,59.9,0.71,17.87,524.0,292.94348,40.117939,Kepler
FALSE POSITIVE,293.27817,40.157082,6233.0,4.472,0.988,15.768,2.6228301,7.29719,409710.0,70.62,917.98,1403.0,293.27817,40.157082,Kepler
FALSE POSITIVE,295.32401,40.1544,5221.0,2.766,12.042,12.552,222.068928,1.938,643.0,29.97,88.22,782.0,295.32401,40.1544,Kepler
FALSE POSITIVE,296.37366,41.39183,5808.0,4.402,0.898,14.784,0.56493398,2.4385,2067.0,30.51,5609.14,2206.0,296.37366,41.39183,Kepler
FALSE POSITIVE,297.13892,41.300774,5780.0,4.438,1.0,13.671,246.12174,18.0,6847.0,7233.87,1.68,291.0,297.13892,41.300774,Kepler
FALSE POSITIVE,297.76724,41.366531,6365.0,4.411,1.033,12.885,159.05846,10.08,194.3,1.54,4.73,376.0,297.76724,41.366531,Kepler
CANDIDATE,298.39798,41.314892,5912.0,4.367,1.115,13.093,550.86514,14.548,346.5,2.06,0.76,238.0,298.39798,41.314892,Kepler
CANDIDATE,289.20016,41.430752,5772.0,4.608,0.745,15.326,380.39474,10.775,603.0,1.84,0.6,224.0,289.20016,41.430752,Kepler
FALSE POSITIVE,289.62195,41.456196,5780.0,4.438,1.0,11.0,419.21314,6.385,2084.0,5.06,0.83,243.0,289.62195,41.456196,Kepler
FALSE POSITIVE,290.29688,41.483501,5473.0,4.537,0.816,15.458,350.98474,14.49,600.0,1.97,0.63,228.0,290.29688,41.483501,Kepler
FALSE POSITIVE,293.69916,41.402222,5189.0,3.12,6.491,11.454,298.4688,3.748,315.4,11.33,22.32,554.0,293.69916,41.402222,Kepler
CANDIDATE,293.77448,38.654381,5654.0,4.59,0.774,15.133,12.5747207,2.896,323.3,1.45,54.46,693.0,293.77448,38.654381,Kepler
FALSE POSITIVE,294.08191,38.630859,5618.0,4.566,0.811,12.143,528.10984,18.01,89.8,0.77,0.39,201.0,294.08191,38.630859,Kepler
FALSE POSITIVE,291.12909,38.740528,6382.0,4.432,1.059,15.493,119.669671,20.67,421.9,2.21,6.88,413.0,291.12909,38.740528,Kepler
FALSE POSITIVE,291.19971,38.71133,5216.0,4.613,0.735,14.415,598.31791,16.07,283.2,1.27,0.21,173.0,291.19971,38.71133,Kepler
CANDIDATE,296.01883,40.108009,5504.0,4.583,0.796,15.986,33.3726538,3.663,618.4,1.95,13.7,491.0,296.01883,40.108009,Kepler
CANDIDATE,297.78833,40.130909,5145.0,3.05,7.653,12.644,143.163697,4.854,390.3,20.03,71.41,741.0,297.78833,40.130909,Kepler
FALSE POSITIVE,298.0976,40.14069,5377.0,4.581,0.814,15.433,250.4858,12.72,674.6,2.1,0.86,246.0,298.0976,40.14069,Kepler
FALSE POSITIVE,298.32886,40.147171,5858.0,4.12,1.498,12.616,401.38712,32.21,166.2,2.04,1.98,303.0,298.32886,40.147171,Kepler
FALSE POSITIVE,284.97217,40.208111,4541.0,4.608,0.666,16.609,49.312677,4.057,1713.0,2.84,3.22,342.0,284.97217,40.208111,Kepler
FALSE POSITIVE,289.53738,40.21331,5786.0,4.463,0.827,14.242,288.94276,11.43,160.6,1.05,1.16,265.0,289.53738,40.21331,Kepler
FALSE POSITIVE,296.1803,41.413071,6033.0,4.071,1.65,15.233,273.6857427,8.3881,15350.0,37.15,4.27,367.0,296.1803,41.413071,Kepler
FALSE POSITIVE,297.17383,41.471107,5780.0,4.438,1.0,13.855,28.1117095,1.689,119.4,1.19,30.39,599.0,297.17383,41.471107,Kepler
FALSE POSITIVE,297.67651,41.428589,6337.0,3.826,2.216,12.366,17.745456135,4.0678,80258.0,116.14,353.47,1106.0,297.67651,41.428589,Kepler
FALSE POSITIVE,298.60699,41.446011,6446.0,4.391,1.125,13.911,603.3102,8.025,517.9,2.6,0.92,250.0,298.60699,41.446011,Kepler
CONFIRMED,284.05667,41.576729,5388.0,4.56,0.717,13.028,7.20281185,2.8305,1832.6,3.06,93.79,794.0,284.05667,41.576729,Kepler
FALSE POSITIVE,288.85443,41.574451,4910.0,4.545,0.755,15.846,36.4772788,2.092,463.0,1.65,7.89,427.0,288.85443,41.574451,Kepler
CANDIDATE,289.5257,41.500488,6343.0,4.411,1.137,14.81,282.0309,14.69,782.0,3.22,2.32,315.0,289.5257,41.500488,Kepler
CANDIDATE,289.82709,41.524811,5692.0,4.496,0.82,15.142,179.25465,22.35,272.4,1.35,1.94,301.0,289.82709,41.524811,Kepler
CANDIDATE,291.65906,38.712158,5816.0,4.432,1.03,15.478,65.752109,6.854,382.5,2.0,10.36,458.0,291.65906,38.712158,Kepler
CANDIDATE,291.82471,38.779911,5729.0,4.372,1.105,14.647,59.9655175,1.89,310.1,1.92,12.67,481.0,291.82471,38.779911,Kepler
FALSE POSITIVE,285.8573,38.820068,6224.0,4.321,1.177,12.796,399.49671,5.351,139.3,1.39,1.59,286.0,285.8573,38.820068,Kepler
CANDIDATE,291.78705,38.863152,5215.0,3.073,6.428,13.446,112.951287,4.284,555.6,15.19,88.86,783.0,291.78705,38.863152,Kepler
CANDIDATE,292.5578,38.8503,5762.0,4.461,1.022,14.505,103.363691,6.012,359.1,2.0,5.19,385.0,292.5578,38.8503,Kepler
FALSE POSITIVE,293.65378,38.8339,5870.0,4.449,0.985,12.289,251.958533,4.742,204.1,1.4,1.69,291.0,293.65378,38.8339,Kepler
CANDIDATE,290.2984,40.287842,5324.0,4.396,0.966,15.772,276.879492,3.779,1762.0,11.67,1.08,260.0,290.2984,40.287842,Kepler
FALSE POSITIVE,293.66641,40.203629,5075.0,3.031,6.918,13.443,389.169027,3.759,513.3,15.36,17.15,519.0,293.66641,40.203629,Kepler
CANDIDATE,294.84802,40.240879,5110.0,3.184,5.469,13.637,418.04355,10.777,481.6,13.73,10.83,463.0,294.84802,40.240879,Kepler
FALSE POSITIVE,295.40698,40.242409,6477.0,4.439,0.884,15.115,18.78970984,4.13997,40789.0,44.01,75.6,752.0,295.40698,40.242409,Kepler
FALSE POSITIVE,299.18686,40.205929,6318.0,4.256,1.333,13.806,0.915782856,2.24,301.0,32.86,6663.73,2307.0,299.18686,40.205929,Kepler
FALSE POSITIVE,299.32156,40.265339,3711.0,0.652,150.091,11.598,0.66882716,1.069,68.2,124.42,7165673.12,13184.0,299.32156,40.265339,Kepler
CANDIDATE,284.46585,40.314941,5228.0,4.592,0.751,15.612,370.05918,11.86,669.8,1.9,0.43,206.0,284.46585,40.314941,Kepler
FALSE POSITIVE,287.96375,40.310322,6669.0,4.224,1.427,15.223,43.5428781,3.6768,5447.0,17.47,53.04,688.0,287.96375,40.310322,Kepler
CANDIDATE,291.50589,41.550388,6372.0,4.453,1.015,14.518,19.4534296,4.873,149.0,1.25,72.59,744.0,291.50589,41.550388,Kepler
FALSE POSITIVE,291.96027,41.578609,5898.0,4.567,0.819,13.945,3.72273683,8.552,37.8,0.52,350.89,1104.0,291.96027,41.578609,Kepler
FALSE POSITIVE,291.96683,41.549751,3724.0,4.767,0.48,14.541,3.7229369,10.57,65.2,0.46,28.81,591.0,291.96683,41.549751,Kepler
FALSE POSITIVE,292.31476,41.582321,6006.0,4.41,1.019,13.73,1.80455062,2.166,39.7,0.65,1457.85,1577.0,292.31476,41.582321,Kepler
FALSE POSITIVE,282.92862,41.606091,5182.0,4.601,0.666,15.05,10.1955065,2.447,221.4,1.02,45.18,661.0,282.92862,41.606091,Kepler
CANDIDATE,284.59164,41.639271,5807.0,4.108,1.496,10.926,232.916142,7.037,64.8,1.2,4.02,361.0,284.59164,41.639271,Kepler
FALSE POSITIVE,289.39316,41.696701,6356.0,4.241,1.308,13.164,3.66115536,14.807,34.3,0.81,1093.71,1466.0,289.39316,41.696701,Kepler
CONFIRMED,283.21274,45.349861,4926.0,4.653,0.662,13.725,267.282521,7.788,471.9,1.43,0.44,207.0,283.21274,45.349861,Kepler
CONFIRMED,285.75146,41.33564,4650.0,4.589,0.706,15.549,16.9348104,3.408,346.3,1.31,15.77,508.0,285.75146,41.33564,Kepler
CANDIDATE,289.84286,38.309601,5942.0,4.506,0.938,15.253,44.7055876,6.262,471.8,72.59,15.83,509.0,289.84286,38.309601,Kepler
CANDIDATE,296.55005,49.102322,5242.0,4.512,0.856,14.803,57.3888262,3.543,344.4,1.88,6.41,406.0,296.55005,49.102322,Kepler
CANDIDATE,294.36734,38.846889,5934.0,3.945,1.885,13.698,14.5168151,5.796,86.0,1.82,265.78,1030.0,294.36734,38.846889,Kepler
CANDIDATE,286.23233,38.991749,5171.0,4.626,0.677,15.155,359.98653,3.866,671.0,1.76,0.38,200.0,286.23233,38.991749,Kepler
FALSE POSITIVE,286.95206,38.960941,5160.0,4.518,0.784,13.328,1.540399732,1.63,57.6,0.58,700.19,1312.0,286.95206,38.960941,Kepler
FALSE POSITIVE,286.9718,38.936481,4964.0,2.562,15.155,13.561,1.540389045,1.8325,485.7,32.54,86889.72,4379.0,286.9718,38.936481,Kepler
FALSE POSITIVE,286.97745,38.913261,5466.0,4.396,0.946,14.844,1.540393027,1.75,526.2,2.17,1200.85,1502.0,286.97745,38.913261,Kepler
FALSE POSITIVE,290.33026,38.917721,6316.0,3.908,2.087,12.807,0.888045184,2.1961,90.6,2.04,15984.12,2870.0,290.33026,38.917721,Kepler
FALSE POSITIVE,289.61139,40.335838,4888.0,3.257,5.132,12.776,43.9311596,12.9395,9304.4,58.37,156.74,902.0,289.61139,40.335838,Kepler
FALSE POSITIVE,290.0405,40.337379,4302.0,4.647,0.604,14.205,494.62409,8.36,307.0,1.04,0.11,145.0,290.0405,40.337379,Kepler
CANDIDATE,290.09991,40.386581,5172.0,3.534,3.264,13.815,573.23826,2.641,470.1,6.93,3.09,338.0,290.09991,40.386581,Kepler
CANDIDATE,290.93436,40.358158,5228.0,4.6,0.755,15.578,314.765374,3.325,732.0,2.0,0.53,217.0,290.93436,40.358158,Kepler
FALSE POSITIVE,295.18088,40.339882,5938.0,4.427,0.985,14.08,78.60436061,4.65559,78104.0,34.8,8.68,438.0,295.18088,40.339882,Kepler
FALSE POSITIVE,297.74051,40.347881,6897.0,4.121,1.635,11.733,294.202469,2.36,248.2,2.61,6.09,401.0,297.74051,40.347881,Kepler
FALSE POSITIVE,290.47375,41.627548,6214.0,4.457,0.965,14.514,588.10504,15.474,326.6,1.77,0.67,231.0,290.47375,41.627548,Kepler
FALSE POSITIVE,292.08868,41.602459,5510.0,4.594,0.762,15.232,116.170346,2.656,435.2,1.68,2.49,320.0,292.08868,41.602459,Kepler
FALSE POSITIVE,292.48141,41.634289,5396.0,4.599,0.766,15.494,452.30053,5.918,809.0,2.29,0.37,199.0,292.48141,41.634289,Kepler
FALSE POSITIVE,293.24936,41.659611,6046.0,4.486,0.972,13.804,39.5931053,2.306,156.6,1.22,21.06,546.0,293.24936,41.659611,Kepler
FALSE POSITIVE,293.37396,41.624859,6475.0,3.921,1.9,13.357,1.55935718,2.892,49.7,1.39,7676.02,2389.0,293.37396,41.624859,Kepler
FALSE POSITIVE,293.54422,41.652641,6351.0,4.513,0.921,15.08,100.629443,1.708,355.7,1.75,6.84,412.0,293.54422,41.652641,Kepler
CANDIDATE,298.19696,41.650452,5053.0,2.77,11.706,12.356,438.98396,9.62,745.2,32.58,30.43,599.0,298.19696,41.650452,Kepler
FALSE POSITIVE,283.16446,41.778519,5880.0,4.035,1.65,13.831,273.169948,2.701,283.3,2.8,4.08,362.0,283.16446,41.778519,Kepler
CONFIRMED,291.95999,44.900021,5094.0,4.469,0.87,15.77,14.5123622,4.163,355.8,2.08,38.6,636.0,291.95999,44.900021,Kepler
FALSE POSITIVE,289.74249,39.267059,6911.0,4.038,1.501,7.899,1.434200327,5.968,3097.3,44.76,7985.65,2410.0,289.74249,39.267059,Kepler
FALSE POSITIVE,289.74249,39.267059,6911.0,4.038,1.501,7.899,8.653098686,3.9071,60715.0,77.15,725.95,1324.0,289.74249,39.267059,Kepler
FALSE POSITIVE,287.20685,40.003002,5948.0,4.269,1.229,10.691,2.302365255,23.88,62160.0,63.06,1429.81,1568.0,287.20685,40.003002,Kepler
FALSE POSITIVE,299.90427,43.69495,6215.0,3.802,2.396,13.022,0.575445783,0.8463,29.3,1.3,34528.16,3478.0,299.90427,43.69495,Kepler
FALSE POSITIVE,287.76627,42.32272,5022.0,3.06,5.826,12.391,214.715417,34.146,5211.2,71.79,31.0,602.0,287.76627,42.32272,Kepler
FALSE POSITIVE,297.82544,40.08799,5877.0,4.445,0.959,14.802,23.0295222,7.96,548.2,20.81,40.87,645.0,297.82544,40.08799,Kepler
FALSE POSITIVE,290.97659,38.996101,4596.0,4.59,0.696,14.96,359.04147,14.04,3658.0,27.1,0.25,181.0,290.97659,38.996101,Kepler
FALSE POSITIVE,291.05634,38.974411,5407.0,4.535,0.745,13.901,0.52363021,3.45121,367100.0,52.26,3324.98,1940.0,291.05634,38.974411,Kepler
FALSE POSITIVE,291.06427,38.970661,8277.0,3.693,3.518,10.061,0.523632451,1.99,8.1,1.08,188657.97,5313.0,291.06427,38.970661,Kepler
FALSE POSITIVE,292.13519,38.926491,5755.0,4.478,0.936,13.465,492.25299,5.077,372.7,1.8,0.59,224.0,292.13519,38.926491,Kepler
FALSE POSITIVE,292.4649,38.907421,5455.0,4.381,1.006,15.184,293.5056071,3.4075,6824.0,48.59,1.16,265.0,292.4649,38.907421,Kepler
FALSE POSITIVE,293.70566,38.95528,7351.0,4.17,1.679,13.357,25.95247,12.945,80.8,1.56,189.06,946.0,293.70566,38.95528,Kepler
FALSE POSITIVE,293.93387,38.944839,5967.0,4.43,0.976,13.864,4.34573349,2.246,73.5,0.86,415.52,1151.0,293.93387,38.944839,Kepler
CANDIDATE,294.90323,38.95647,5825.0,4.504,0.965,15.212,288.07937,3.161,991.0,3.01,1.25,269.0,294.90323,38.95647,Kepler
FALSE POSITIVE,298.20096,40.392319,6171.0,4.337,1.127,12.369,288.285213,5.343,378.1,2.2,2.25,312.0,298.20096,40.392319,Kepler
