kepid,kepoi_name,koi_disposition,koi_score,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,radius,density,esc_vel,temperature,ESI,ESI_n_components
5023956,K00233.01,FALSE POSITIVE,0.0,1.824649,147.482662,0.901,4.2285,3218.5,5.31,1508,1222.28,184.3,1,6190,4.487,0.793,295.24182,40.155209,14.605,0.5194818311827661,,,0.001754397998042845,0.030189035834996058,2
12401863,K02331.01,CONFIRMED,0.989,2.832647249,131.82642,0.374,2.306,114.7,1.37,1453,1054.98,27.5,1,5865,4.266,1.272,288.14478,51.27562,13.467,0.9077798538222355,,,0.0020868936359665566,0.043525165132372264,2
5534941,K02332.01,CONFIRMED,0.994,3.70063251,133.16065,0.71,5.408,68.6,1.24,1329,737.02,29.8,1,5423,4.105,1.404,292.25247,40.792721,13.024,0.9374448489778123,,,0.003151777467922603,0.054356393850478864,2
11121752,K02333.01,CONFIRMED,0.97,3.93083997,135.19393,0.222,2.932,101.4,1.2,1317,711.45,22.0,1,6038,4.284,1.191,282.39462,48.75914,13.652,0.9471225339190421,,,0.003285539951468371,0.055783590097151066,2
11121752,K02333.02,CONFIRMED,0.995,7.63008196,137.07948,0.628,2.78,124.0,1.39,1056,293.67,18.6,2,6038,4.284,1.191,282.39462,48.75914,13.652,0.9034420362640322,,,0.008844830977289598,0.08939123060196512,2
9307509,K02096.01,CONFIRMED,0.991,9.76293284,139.15802,0.499,3.064,553.2,1.94,703,57.59,23.6,1,5052,4.503,0.816,300.61969,45.788921,15.246,0.802840216156813,,,0.0484246472159989,0.19717315800638274,2
10158729,K02097.01,CONFIRMED,0.919,58.601926,137.66825,0.392,5.522,396.4,2.06,508,15.8,19.1,1,6250,4.44,1.019,297.72314,47.112659,14.649,0.7847401703455275,,,0.164460853403377,0.3592478783722137,2
6105462,K02098.01,CONFIRMED,0.816,25.0823402,134.13568,0.865,6.423,244.6,2.26,776,85.76,30.5,1,6429,4.241,1.262,284.978,41.420158,13.838,0.7569253764215856,,,0.0325704060959159,0.15701390669095222,2
3120355,K02099.01,CONFIRMED,0.995,78.0998908,139.49646,0.528,8.422,656.9,3.37,480,12.52,23.8,1,5779,4.238,1.284,292.30124,38.26704,14.999,0.640490479277323,,,0.20083613256874475,0.3586553091830083,2
6047072,K02100.01,CONFIRMED,0.98,4.27103727,133.14028,0.02,2.2759,180.4,1.22,1108,356.54,24.6,1,5984,4.521,0.906,293.26245,41.36512,14.553,0.9422494705499433,,,0.007156436522731543,0.08211667628787757,2
9006186,K02169.03,CONFIRMED,0.649,4.27226421,133.21863,0.744,2.113,48.9,0.64,981,218.63,13.7,3,5450,4.563,0.842,285.20749,45.38435,12.404,0.8682577916517171,,,0.01218545095986299,0.10285967499798421,2
9006186,K02169.04,CANDIDATE,0.993,2.19251903,132.2332,0.616,1.845,18.1,0.37,1225,533.25,6.6,4,5450,4.563,0.842,285.20749,45.38435,12.404,0.7039330515363311,,,0.004567265297991322,0.05670140208487813,2
11410904,K02171.01,CONFIRMED,0.996,3.53232429,134.74727,0.299,2.765,224.2,1.43,1159,427.65,12.8,1,5761,4.492,0.956,295.65149,49.261292,14.972,0.894935058413526,,,0.005857914840857776,0.07240478824141754,2
5021737,K00026.01,FALSE POSITIVE,0.0,15.03946326,144.137461,0.902,5.1008,5237.7,12.36,962,202.6,181.6,1,6501,4.212,1.441,294.73282,40.150341,11.997,0.33874852775692943,,,0.013255605937949357,0.06700982760764541,2
3862246,K00230.01,FALSE POSITIVE,0.0,4.702495974,136.308468,1.303,2.3421,4787.3,37.24,981,219.08,101.1,1,5408,4.476,0.878,294.51746,38.956341,14.916,0.18601668642224553,,,0.01218545095986299,0.04760984362623432,2
4173026,K02172.01,CONFIRMED,1.0,10.44087398,137.97113,0.914,3.743,821.5,3.41,829,111.52,22.2,1,5738,4.426,0.981,295.164,39.201408,15.104,0.6371726142893744,,,0.024832517575250197,0.1257879173164458,2
10471621,K02554.01,CANDIDATE,0.582,39.7557642,150.60745,1.219,1.958,621.8,13.72,325,2.64,10.2,2,4405,4.732,0.511,292.37979,47.644611,15.439,0.3205380907907407,,,0.7065257743083393,0.4758869853139974,2
10471621,K02554.02,CANDIDATE,0.988,10.27127527,135.17631,0.046,3.029,343.5,0.94,510,16.02,17.5,1,4405,4.732,0.511,292.37979,47.644611,15.439,0.9822521498436375,,,0.16217403551508489,0.39911877309080634,2
5350244,K02555.01,CONFIRMED,0.991,12.5722897,143.0663,0.252,4.765,86.5,1.09,886,145.82,12.4,1,6084,4.319,1.169,287.85699,40.54718,12.885,0.9752225040992043,,,0.018810895757045334,0.13544300965548148,2
5374403,K02556.01,CONFIRMED,0.983,40.8366307,152.87346,0.363,4.956,264.8,1.5,496,14.3,18.7,1,5529,4.457,0.925,295.10242,40.572392,14.05,0.8805647427246953,,,0.17900857184741825,0.39702473098578756,2
10925113,K02557.01,FALSE POSITIVE,0.0,11.7761073,142.70558,0.829,2.829,281.3,1.31,619,34.75,15.1,1,5096,4.618,0.689,294.1239,48.348999,15.005,0.9211455724788267,,,0.07937957981640427,0.2704073750715953,2
11769801,K02633.01,FALSE POSITIVE,0.0,29.7123181,151.5603,1.202,70.3707,385.4,46.43,870,135.31,130.0,1,6440,3.984,1.921,295.14294,49.993069,11.549,0.16452686273332806,,,0.020307838271758125,0.05780298365783704,2
11752906,K00253.02,CONFIRMED,0.993,20.6180348,145.51232,0.155,3.267,769.5,1.57,359,3.92,16.3,2,3757,4.681,0.576,285.57434,49.962269,15.254,0.8668126032440396,,,0.5227711007285163,0.6731601434452558,2
1995519,K02634.01,CONFIRMED,0.952,19.9401211,142.34849,0.862,4.283,758.9,2.42,588,28.29,18.0,1,5623,4.596,0.763,286.15015,37.411369,15.922,0.7365330120589739,,,0.09637947251639813,0.26643322464204383,2
4914566,K02635.01,CONFIRMED,0.991,22.2420032,144.72364,0.897,7.532,63.5,2.04,954,195.54,16.2,1,5979,3.854,2.164,289.03302,40.086891,12.816,0.7876787965070744,,,0.013739121137435688,0.10402891137852135,2
6198182,K02636.01,CONFIRMED,0.957,3.88148385,135.12314,0.252,2.679,36.3,0.59,1156,423.0,11.9,1,5854,4.469,0.979,289.68671,41.588928,12.32,0.8436773372487744,,,0.005926148353147567,0.07070896027184072,2
10024051,K02409.01,CONFIRMED,1.0,0.577369336,132.425795,0.032,1.0852,400.4,1.42,1757,2239.26,68.3,1,5255,4.617,0.716,296.55307,46.96629,14.859,0.8970410942572271,,,0.000850136719096771,0.0276153503104128,2
4349452,K00244.01,CONFIRMED,1.0,12.72037026,178.528297,0.787,2.7306,1180.1,4.75,934,180.23,485.5,1,6267,4.28,1.258,286.6384,39.487881,10.734,0.547742482831616,,,0.01504181103694942,0.09076915182848565,2
8073806,K02411.01,CONFIRMED,1.0,11.96407399,133.15804,0.903,4.526,784.2,3.21,808,100.96,22.9,1,5903,4.437,0.961,280.31488,43.98571,15.361,0.6542538740254656,,,0.027606704419402064,0.13439417143414273,2
10419312,K02412.01,FALSE POSITIVE,0.0,2.493237866,132.63633,0.975,2.644,259.2,9.48,2241,5975.48,20.7,1,5002,3.344,4.131,297.11157,47.534691,13.962,0.38902827405859597,,,0.00025983819444453597,0.010054074016002652,2
3234598,K02413.01,CONFIRMED,1.0,12.90467523,144.32009,0.553,3.28,412.4,1.49,545,20.91,21.2,1,4513,4.574,0.722,291.34259,38.363129,15.07,0.8825787561567998,,,0.12763163997685836,0.33562624160966337,2
10453588,K02484.01,CONFIRMED,0.939,68.8861017,160.29958,0.241,5.925,143.9,1.47,501,14.91,19.5,1,5753,4.2,1.222,283.8851,47.637218,12.464,0.8866451323918264,,,0.1727697797457816,0.39138917235407167,2
11125613,K02485.01,CONFIRMED,0.998,9.99115241,134.39335,0.691,2.657,391.7,1.68,660,44.77,16.7,2,4838,4.524,0.796,285.17334,48.770039,15.311,0.8463505191412821,,,0.062025023166610016,0.22911767840306527,2
8074328,K02486.01,CANDIDATE,1.0,4.267961416,134.07063,0.255,1.3427,127.4,1.42,1371,834.16,24.6,1,6395,4.275,1.237,280.69046,43.919182,13.047,0.8970410942572271,,,0.0027315843979586413,0.04950094400514791,2
7212184,K02487.01,CONFIRMED,0.987,36.292017,132.17691,0.002,8.198,374.7,3.1,694,54.91,21.4,1,5843,4.069,1.615,295.23926,42.726479,15.251,0.664202183855869,,,0.05095365657724371,0.18396611093907278,2
6956014,K00031.01,FALSE POSITIVE,0.0,0.925589891,169.69275,0.616,1.967,400.8,50.6,6637,460202.18,20.6,1,4094,1.627,24.488,294.0318,42.468845,10.795,0.15681108782461248,,,9.410551976245406e-07,0.0003841456614911977,2
9757613,K00250.02,CONFIRMED,1.0,17.25121397,149.886479,0.749,2.0371,2054.8,2.64,385,5.17,68.6,2,3879,4.708,0.537,284.94098,46.56654,15.473,0.7108194598956077,,,0.4195979900056287,0.5461304025863086,2
5307858,K02558.01,FALSE POSITIVE,0.0,1.867281146,132.07744,1.252,7.495,701.1,31.18,1561,1405.94,58.5,1,6117,4.457,1.025,299.41333,40.428478,15.6,0.20524049568309616,,,0.0014915901035689168,0.017496705181618773,2
6605493,K02559.01,CONFIRMED,1.0,9.30991834,136.39785,0.551,3.455,114.5,1.21,913,164.38,19.2,1,5806,4.353,1.101,291.60675,42.035919,13.799,0.9446773475694301,,,0.016569426472854334,0.12511099812215842,2
4670217,K02560.01,CANDIDATE,0.999,18.1209388,134.17616,0.108,3.781,504.2,1.68,543,20.58,15.8,1,4905,4.536,0.774,295.70517,39.75684,15.486,0.8463505191412821,,,0.12935515621880672,0.3308773241238945,2
7259298,K02561.01,CONFIRMED,1.0,3.23941775,133.98383,0.386,2.569,77.4,0.77,1213,511.14,17.2,1,6075,4.541,0.858,282.95694,42.825619,13.658,0.9237236204122891,,,0.004774778116720354,0.06641216250538975,2
9574179,K02637.01,CANDIDATE,0.993,3.98864999,134.8296,0.355,3.516,94.2,1.15,1233,547.73,12.4,1,5692,4.288,1.188,284.72894,46.206478,15.016,0.9596153258135791,,,0.004434824550864855,0.06523592266768546,2
6211812,K02638.01,CONFIRMED,0.97,2.524017517,133.85946,0.077,1.1968,303.0,1.5,1203,495.14,19.8,1,5420,4.487,0.871,293.94116,41.5905,15.55,0.8805647427246953,,,0.004956238614896952,0.06606276546443492,2
11391755,K02639.01,CANDIDATE,0.651,25.1123362,146.3464,0.007,7.922,398.8,2.22,691,53.73,11.8,1,6133,4.367,1.112,285.36517,49.201561,15.527,0.7622707419323863,,,0.0518310536183787,0.19876945363113221,2
8894646,K02641.01,CANDIDATE,1.0,3.55557922,132.75203,0.269,3.24,60.4,0.84,1270,615.03,15.5,1,5839,4.337,1.082,294.99585,45.119579,13.845,0.9494675610314687,,,0.00387820773203539,0.060681401075692254,2
3234598,K02413.02,CONFIRMED,1.0,31.2012202,140.07042,0.714,4.077,360.1,1.47,406,6.44,13.7,2,4513,4.574,0.722,291.34259,38.363129,15.07,0.8866451323918264,,,0.3534855070447695,0.559835872548644,2
8611832,K02414.01,CONFIRMED,0.972,22.5968256,140.42654,0.062,6.179,142.9,1.3,670,47.7,22.2,1,5610,4.301,1.104,286.02612,44.782871,13.584,0.9234262819589574,,,0.0584975822654373,0.23241816816884392,2
8611832,K02414.02,CONFIRMED,0.973,45.3486381,142.25049,0.847,4.858,162.9,1.61,531,18.84,15.9,2,5610,4.301,1.104,286.02612,44.782871,13.584,0.8592153127868078,,,0.14029212246829156,0.34719035108729374,2
5621586,K02415.01,CONFIRMED,1.0,5.25419589,133.72952,0.007,2.9878,461.8,2.12,1093,338.15,26.1,1,6123,4.472,0.987,292.31512,40.838821,15.659,0.7761023151120967,,,0.007601104986173766,0.076806478744827,2
9210387,K02416.01,CONFIRMED,1.0,5.90608902,131.56096,0.025,2.409,340.7,1.77,1012,247.83,9.3,1,5966,4.493,0.961,288.20764,45.683479,15.466,0.8305650060566969,,,0.01065009671373719,0.09405103742941669,2
11852982,K00247.01,CONFIRMED,1.0,13.81504449,181.12621,0.868,2.3244,1032.6,1.91,391,5.52,46.7,1,3732,4.736,0.509,284.9986,50.14679,14.216,0.8075475312767836,,,0.39932280859493624,0.5678663119637863,2
8559152,K02488.01,CONFIRMED,0.974,12.4128518,140.35679,0.711,4.298,108.1,1.5,933,179.24,19.4,1,5945,4.196,1.346,291.4743,44.68351,13.539,0.8805647427246953,,,0.015110681534434957,0.1153513476200626,2
2718778,K02489.01,CONFIRMED,0.999,3.92453009,132.40179,0.112,3.691,463.5,1.82,1074,314.25,25.3,1,5776,4.554,0.849,292.6904,37.93457,15.708,0.822138726197072,,,0.008212004850581408,0.08216694717087385,2
3122913,K02490.01,CONFIRMED,1.0,11.60653061,134.41637,0.024,2.194,771.7,1.88,584,27.47,17.8,1,4703,4.582,0.701,292.90161,38.297081,15.701,0.8123316593434564,,,0.09887249000745194,0.28340298846549367,2
9229657,K02491.01,CONFIRMED,1.0,2.66831274,131.68823,0.333,2.4141,266.2,1.48,1252,581.38,23.3,1,5806,4.528,0.899,296.07568,45.62706,15.553,0.8846055085684176,,,0.004138012852511544,0.060502140159325125,2
10415227,K02562.01,FALSE POSITIVE,0.001,2.9322509,133.7648,0.457,2.931,181.2,1.33,1312,700.81,13.1,1,6106,4.487,0.966,295.85266,47.503578,15.662,0.916630328327376,,,0.003343243079422533,0.055358088854017565,2
5175024,K02563.01,CONFIRMED,0.993,23.4772553,145.3641,0.013,6.735,141.4,1.34,738,70.05,17.6,1,6384,4.361,1.121,288.09564,40.365971,13.973,0.9143954551507116,,,0.039898372839040436,0.19100494965295314,2
9026749,K02564.01,CONFIRMED,0.956,66.5576728,181.3241,0.254,10.532,214.2,4.96,757,77.68,21.3,1,5734,3.591,3.405,293.57394,45.384541,14.074,0.5366569146508586,,,0.036015426059176334,0.13902491657524454,2
12216278,K02565.01,FALSE POSITIVE,0.001,2.01948607,132.9238,0.977,5.248,275.4,2.15,1430,988.37,27.9,1,5884,4.481,0.944,295.5582,50.828388,15.415,0.7718805219884664,,,0.0022476476343695454,0.041652316013197944,2
9159242,K02566.01,FALSE POSITIVE,0.0,3.04468229,132.464,0.623,5.951,71.4,0.86,1244,566.03,22.2,1,5575,4.363,0.98,293.67426,45.517239,14.028,0.9563763687622634,,,0.0042600387265875755,0.06382946316647542,2
5794240,K00254.01,CONFIRMED,0.999,2.455240626,170.821762,0.144,1.72722,36912.0,10.6,730,67.3,1341.6,1,3793,4.697,0.568,292.87289,41.06427,15.979,0.36715212289668625,,,0.04167972609426487,0.12370448624549457,2
6933567,K02643.01,CONFIRMED,0.918,9.08233411,139.65489,0.262,2.008,296.9,1.35,734,68.75,15.8,1,5354,4.587,0.788,286.60416,42.440319,15.4,0.9121755265265906,,,0.04077758098819145,0.19286345275449215,2
9993529,K02644.01,FALSE POSITIVE,0.0,0.790539912,131.87702,0.008,1.0567,277.3,1.24,1502,1200.65,31.5,1,4791,4.541,0.767,282.40594,46.90448,14.864,0.9374448489778123,,,0.0017874649914063614,0.0409347022576452,2
11303815,K02645.01,FALSE POSITIVE,0.0,1.705782214,133.15607,0.709,1.007,278.0,1.82,1455,1060.41,11.5,1,5387,4.38,1.009,295.06241,49.049278,15.272,0.822138726197072,,,0.002073566831970912,0.04128873446741936,2
6044553,K02646.01,FALSE POSITIVE,0.0,0.532086296,131.9134,1.199,4.023,495.8,16.99,1790,2417.28,85.2,1,5271,4.636,0.698,292.48703,41.311119,15.397,0.2859034094448579,,,0.0007774909209800734,0.014909302636965473,2
9654468,K02417.01,CONFIRMED,1.0,47.7052566,146.3164,0.918,5.959,1161.5,2.89,347,3.42,22.8,1,4551,4.609,0.672,294.00543,46.310692,16.22,0.6844091778887835,,,0.5803367461350848,0.6302283675946085,2
4349452,K00244.02,CONFIRMED,1.0,6.238535444,171.706325,0.008,3.5255,401.6,2.53,1185,465.61,274.5,2,6267,4.28,1.258,286.6384,39.487881,10.734,0.7233617085177518,,,0.00530378767940233,0.06193994605573912,2
10027247,K02418.01,CONFIRMED,0.937,86.829519,189.26162,0.953,7.464,751.0,1.68,196,0.35,15.1,1,3576,4.791,0.463,297.48669,46.996712,15.474,0.8463505191412821,,,0.3083891827034947,0.5108868219857099,2
6343170,K02419.01,CONFIRMED,0.998,9.95667035,136.5827,0.949,3.534,586.8,3.41,946,189.48,16.8,1,6165,4.365,1.115,283.2645,41.711449,15.309,0.6371726142893744,,,0.014243570397939529,0.09526601171073489,2
7107802,K02420.01,CONFIRMED,0.996,10.41728722,137.45784,0.12,4.125,210.4,1.64,870,135.34,20.3,1,5557,4.288,1.151,288.58835,42.605659,14.746,0.8536362694949431,,,0.020307838271758125,0.13166437370758363,2
11752632,K02492.01,CONFIRMED,1.0,0.984941669,133.31801,0.045,1.9724,81.4,1.49,2335,7044.68,22.9,1,5825,4.046,1.662,285.40494,49.99474,13.835,0.8825787561567998,,,0.00021196443411511815,0.01367754753641167,2
10028535,K02493.01,CONFIRMED,1.0,0.663085361,131.97961,0.841,1.1522,322.7,1.6,1681,1894.94,35.3,1,5172,4.6,0.767,297.84149,46.967682,15.304,0.861097422329896,,,0.0010501863313550107,0.030071793144006057,2
7047207,K02494.01,CONFIRMED,1.0,19.1187425,138.42824,0.74,6.805,217.5,2.33,823,108.48,20.5,1,5862,4.148,1.463,295.59125,42.555241,14.838,0.747814504531272,,,0.02559016043200192,0.13833543705187504,2
5212220,K02495.01,FALSE POSITIVE,0.0,1.08749101,131.77034,0.979,1.6192,126.4,4.91,3081,21388.7,33.5,1,5988,3.594,3.204,297.85938,40.326939,13.214,0.5392401656384725,,,5.244472545246593e-05,0.005317922756100538,2
9964748,K02496.01,FALSE POSITIVE,0.0,1.183818383,131.88403,0.17,1.393,84.3,0.91,1775,2337.65,12.7,1,6014,4.459,0.992,297.04852,46.867981,14.675,0.972862966923833,,,0.0008095650771809794,0.02806413873440996,2
9842937,K02567.01,FALSE POSITIVE,0.0,4.98845099,133.74684,0.041,7.453,193.9,1.33,1055,292.71,23.3,1,5695,4.411,0.961,296.44901,46.623589,15.331,0.916630328327376,,,0.00888164288146115,0.09022850564273041,2
9757613,K00250.03,CONFIRMED,1.0,3.543919702,136.26075,0.022,1.8717,507.0,1.21,652,42.68,38.2,4,3879,4.708,0.537,284.94098,46.56654,15.473,0.9446773475694301,,,0.06502854463257902,0.2478527648823088,2
8247770,K02569.01,CANDIDATE,0.427,8.28157072,136.25775,0.042,3.1,139.2,1.37,956,197.82,12.9,1,5640,4.288,1.175,296.603,44.14082,14.273,0.9077798538222355,,,0.013616319555272016,0.11117832781384003,2
6867588,K02571.01,CANDIDATE,1.0,0.82628442,132.26993,0.28,0.9603,134.9,0.96,1629,1654.69,25.6,1,5218,4.548,0.829,293.13705,42.350479,14.434,0.9883158029390179,,,0.0012193435003842793,0.03471449914143601,2
7501646,K02572.01,CANDIDATE,1.0,6.37705295,136.91384,0.234,1.949,502.8,2.15,935,180.66,17.9,1,5672,4.503,0.965,281.59235,43.177879,15.522,0.7718805219884664,,,0.014973310384151988,0.10750630974605425,2
11962284,K02647.01,CONFIRMED,0.999,8.83929462,135.54125,0.924,1.719,316.2,1.94,778,86.5,14.8,1,5330,4.491,0.87,290.98923,50.30806,15.102,0.802840216156813,,,0.03223088683573303,0.16086097150684403,2
2573056,K02648.01,FALSE POSITIVE,0.0,0.631795416,132.53963,0.433,1.0703,145.2,1.88,2797,14547.08,24.7,1,6414,4.173,1.519,290.84714,37.864052,14.676,0.8123316593434564,,,8.57262088616698e-05,0.0083449453859102,2
6842682,K02649.01,CONFIRMED,0.992,7.56126152,135.6368,0.253,2.851,180.6,1.2,891,149.17,15.7,1,5853,4.529,0.895,284.28714,42.35561,14.64,0.9471225339190421,,,0.018370053666924697,0.13190410068396854,2
8890150,K02650.01,CONFIRMED,0.985,34.9897847,144.20912,0.034,4.208,498.5,1.14,292,1.71,11.5,1,3765,4.725,0.521,293.51108,45.136589,15.987,0.9621687483349601,,,0.9621200239552211,0.9621443858366565,2
8890150,K02650.02,CONFIRMED,0.983,7.05429483,136.18961,0.48,1.716,359.3,1.0,497,14.46,11.2,2,3765,4.725,0.521,293.51108,45.136589,15.987,1.0,,,0.1777398350802925,0.4215920244505255,2
8838950,K02421.01,CANDIDATE,0.911,2.27050106,133.54216,0.473,1.903,106.7,0.55,903,157.05,15.9,1,4671,4.721,0.528,298.41931,45.071442,14.363,0.822441019159597,,,0.017360803776719357,0.11949157774318175,2
11360805,K02422.01,CONFIRMED,1.0,26.7838935,140.75396,0.036,4.584,365.3,1.59,523,17.69,20.9,1,5242,4.512,0.856,296.55005,49.102322,14.803,0.8629909313522593,,,0.1481907482871636,0.35761329936417013,2
9845898,K02423.01,CONFIRMED,1.0,45.126216,165.42066,0.49,6.656,373.1,2.32,604,31.54,17.1,1,6499,4.378,1.169,297.37509,46.662209,14.689,0.749097572678934,,,0.08712074289666928,0.2554641599792042,2
12453581,K02424.01,CONFIRMED,0.986,11.94019101,136.55603,0.348,2.866,631.7,1.86,625,35.99,15.6,1,5073,4.607,0.748,287.52203,51.375858,15.912,0.8155647725882467,,,0.07651216990804359,0.2498011818452564,2
11922678,K02425.01,FALSE POSITIVE,0.0,3.51295674,133.78198,0.499,3.06,83.1,1.1,1434,999.6,22.5,1,6453,4.326,1.17,295.96283,50.24025,13.51,0.9725727553617303,,,0.0022186689043776774,0.04645230811882214,2
11179076,K02497.01,CONFIRMED,0.985,48.4313003,141.45612,0.846,4.03,886.4,2.78,396,5.81,17.3,1,4891,4.516,0.805,285.23245,48.806721,15.605,0.6956916192877378,,,0.38330493423152723,0.51639329040617,2
5364071,K00248.01,CONFIRMED,1.0,7.203855862,170.285731,0.037,2.5418,1765.9,2.25,509,15.87,101.1,1,3834,4.708,0.539,292.29459,40.591789,15.264,0.7582520301548231,,,0.16331272451156062,0.35189800356212053,2
5959719,K02498.01,CONFIRMED,0.922,6.73808701,133.32953,0.148,2.591,92.9,0.73,786,90.19,14.4,1,5168,4.566,0.769,291.62878,41.208599,13.942,0.9078097629601727,,,0.03091388361058953,0.16752290993385843,2
5544903,K02499.01,FALSE POSITIVE,0.0,7.57571414,138.2166,0.413,2.357,418.5,2.45,1075,315.8,12.8,1,6418,4.395,1.171,295.0174,40.728001,15.614,0.7328755166200861,,,0.008178442072561224,0.0774195063215709,2
5542983,K02501.01,FALSE POSITIVE,0.0,4.76887671,132.09888,0.654,1.672,115.8,2.11,1532,1303.61,20.0,1,6063,3.926,1.855,294.50977,40.726452,13.388,0.777523771585389,,,0.001629142646779481,0.03559068888311359,2
8256453,K02573.01,FALSE POSITIVE,1.0,1.347512632,132.127858,1.252,1.9817,2651.8,23.45,1346,775.18,88.7,1,5316,4.585,0.685,298.77756,44.119942,15.894,0.24003144817647037,,,0.002973110195710235,0.026714040238506737,2
9474493,K02574.01,FALSE POSITIVE,0.0,0.512581697,132.80609,0.283,1.5789,259.1,1.32,2009,3827.79,45.2,1,5547,4.571,0.82,295.46658,46.012402,15.338,0.9188803114532663,,,0.0004445075115303805,0.02021012619055983,2
4551663,K02576.01,FALSE POSITIVE,0.0,12.07760884,140.46287,0.264,2.233,151.0,1.03,708,59.51,14.0,1,5370,4.471,0.845,288.77112,39.66798,14.166,0.9915493996452732,,,0.047083674546766534,0.21606894554734093,2
12257999,K02577.01,CANDIDATE,1.0,18.55581565,132.07105,0.073,5.372,565.9,20.83,1793,2442.24,33.2,1,5988,2.982,8.841,291.28772,50.909149,13.506,0.2560509952100303,,,0.000771257232933083,0.014052799794185144,2
6922203,K02578.01,CANDIDATE,1.0,13.33094869,133.78632,1.199,1.426,725.6,25.95,815,104.37,17.1,1,5991,4.394,1.039,281.26013,42.40329,14.847,0.22707462147098526,,,0.02664318240622735,0.07778168524579863,2
11752908,K02651.01,FALSE POSITIVE,0.0,6.38315744,132.30539,0.029,1.7075,1112.6,2.35,787,91.0,23.8,1,5262,4.623,0.714,285.57492,49.960892,15.554,0.7452664271425553,,,0.03075376043456396,0.15139268529313285,2
7021681,K00255.01,CONFIRMED,1.0,27.52194772,189.824523,0.35,4.047,2312.8,2.47,314,2.28,106.5,1,3780,4.746,0.511,287.85812,42.542629,15.108,0.7304648069313063,,,0.7816440679389121,0.7556212564347289,2
4346178,K02652.01,CONFIRMED,1.0,16.1289679,143.75518,0.968,6.271,389.0,2.94,715,61.87,21.3,1,5392,4.314,1.087,285.27643,39.446911,15.022,0.6794449124660793,,,0.04527914851501081,0.17539865193130796,2
9664142,K02654.01,CONFIRMED,0.978,13.5631157,140.65364,0.704,5.438,336.4,1.75,733,68.41,15.4,1,5853,4.529,0.895,297.33945,46.347252,15.785,0.8340027104091828,,,0.04100094028846684,0.18491861812674895,2
10018233,K02655.01,CONFIRMED,0.894,16.2959916,133.90784,0.213,2.116,369.6,1.83,678,49.81,15.7,1,5495,4.442,0.961,294.47833,46.945862,15.243,0.8204815682716283,,,0.05584510246263309,0.21405578069473147,2
8081899,K02426.01,CONFIRMED,0.986,4.16056658,132.27418,0.069,2.61,75.8,0.7,985,222.54,16.3,1,5481,4.574,0.815,284.90302,43.95396,13.889,0.8952350869353433,,,0.011973330351362976,0.10353234005859241,2
10189557,K02427.01,FALSE POSITIVE,0.001,2.93101771,131.92959,0.523,2.231,199.1,1.15,1134,390.28,15.0,1,5485,4.5,0.788,283.02725,47.249882,15.484,0.9596153258135791,,,0.006456210913676211,0.07871136474136745,2
8478994,K00245.01,CONFIRMED,0.997,39.79220077,175.250558,0.019,4.466,610.4,1.9,458,10.38,179.5,1,5437,4.571,0.781,284.05954,44.518215,9.705,0.8091336050496334,,,0.2361972300433261,0.4371671490948217,2
9965184,K02428.01,FALSE POSITIVE,0.0,16.2276756,136.62586,0.633,3.699,525.8,2.11,648,41.57,20.5,1,5328,4.447,0.883,297.18564,46.825298,15.388,0.777523771585389,,,0.06659447838120557,0.2275495330641586,2
9911882,K02429.01,FALSE POSITIVE,0.28,1.595630597,136.13782,1.21,1.793,259.6,17.94,1346,778.05,18.3,1,5632,4.616,0.729,299.07828,46.78616,15.112,0.2776390258761987,,,0.002973110195710235,0.028730670346505737,2
8631504,K02503.01,CONFIRMED,1.0,14.8200596,133.39933,0.059,3.902,184.9,0.96,552,21.92,21.9,1,4825,4.603,0.732,294.39105,44.762959,14.146,0.9883158029390179,,,0.12180890560307824,0.346966376391473,2
8110767,K02504.01,CONFIRMED,0.96,20.49041,144.41979,0.011,4.369,661.8,2.34,625,36.01,23.3,1,5681,4.524,0.923,296.18829,43.936852,15.93,0.7465374714620614,,,0.07651216990804359,0.2389962381696132,2
5471574,K02505.01,FALSE POSITIVE,0.0,0.962827066,132.20517,1.079,4.48,86.3,29.27,3399,31471.91,28.7,1,6534,3.647,3.028,297.68881,40.643661,13.398,0.2125249964441839,,,3.1704532207235625e-05,0.0025957668606034837,2
6767840,K02506.01,CONFIRMED,1.0,8.679037,140.90423,0.224,2.864,301.6,1.79,949,191.84,19.9,1,6117,4.42,1.027,288.77182,42.213219,15.18,0.8271660511862026,,,0.014051883274898666,0.10781113486197691,2
8379705,K02507.01,CONFIRMED,1.0,11.1296971,138.57573,0.572,2.942,371.0,1.93,843,119.44,14.7,1,6122,4.487,0.964,296.60141,44.32526,15.859,0.8044009112862059,,,0.02316520362283512,0.13650681632921885,2
9896018,K02579.01,CONFIRMED,0.999,2.7296036,133.28661,0.509,2.721,145.6,1.53,1455,1056.15,18.4,1,5887,4.292,1.235,293.98871,46.718021,15.147,0.8745978400564075,,,0.002073566831970912,0.04258564397134752,2
